number of photons = 10000.000000
bin size = 0.01000 [cm] 
last row is overflow. Ignore.
r [cm] 	 Fsph [1/cm2] 	 Fcyl [1/cm2] 	 Fpla [1/cm2] 	 Fobl [1/cm2]
3.23500 	 3.100e-03 	 1.048e-02 	 7.238e-02 	 4.273e-04 
3.24500 	 3.024e-03 	 1.032e-02 	 7.348e-02 	 4.435e-04 
3.25500 	 2.900e-03 	 1.008e-02 	 6.872e-02 	 4.162e-04 
3.26500 	 2.854e-03 	 9.946e-03 	 7.074e-02 	 4.208e-04 
3.27500 	 2.796e-03 	 9.917e-03 	 6.705e-02 	 4.080e-04 
3.28500 	 2.824e-03 	 9.787e-03 	 6.605e-02 	 3.984e-04 
3.29500 	 2.737e-03 	 9.615e-03 	 6.701e-02 	 3.866e-04 
3.30500 	 2.708e-03 	 9.536e-03 	 6.595e-02 	 3.653e-04 
3.31500 	 2.660e-03 	 9.028e-03 	 6.367e-02 	 3.603e-04 
3.32500 	 2.527e-03 	 8.866e-03 	 6.209e-02 	 3.727e-04 
3.33500 	 2.464e-03 	 8.705e-03 	 6.110e-02 	 3.424e-04 
3.34500 	 2.440e-03 	 8.607e-03 	 5.969e-02 	 3.464e-04 
3.35500 	 2.418e-03 	 8.666e-03 	 5.897e-02 	 3.378e-04 
3.36500 	 2.379e-03 	 8.443e-03 	 5.947e-02 	 3.184e-04 
3.37500 	 2.271e-03 	 8.116e-03 	 5.856e-02 	 3.092e-04 
3.38500 	 2.244e-03 	 8.003e-03 	 5.744e-02 	 3.080e-04 
3.39500 	 2.174e-03 	 7.834e-03 	 5.781e-02 	 2.990e-04 
3.40500 	 2.163e-03 	 7.877e-03 	 5.837e-02 	 3.017e-04 
3.41500 	 2.099e-03 	 7.778e-03 	 5.567e-02 	 2.943e-04 
3.42500 	 2.074e-03 	 7.736e-03 	 5.393e-02 	 2.963e-04 
3.43500 	 2.028e-03 	 7.752e-03 	 5.375e-02 	 2.932e-04 
3.44500 	 1.996e-03 	 7.366e-03 	 5.147e-02 	 2.813e-04 
3.45500 	 1.978e-03 	 7.217e-03 	 5.241e-02 	 2.876e-04 
3.46500 	 1.953e-03 	 7.150e-03 	 5.020e-02 	 2.709e-04 
3.47500 	 1.905e-03 	 6.862e-03 	 5.051e-02 	 2.699e-04 
3.48500 	 1.881e-03 	 6.800e-03 	 4.780e-02 	 2.670e-04 
3.49500 	 1.812e-03 	 6.722e-03 	 4.744e-02 	 2.665e-04 
3.50500 	 1.795e-03 	 6.596e-03 	 4.786e-02 	 2.522e-04 
3.51500 	 1.787e-03 	 6.499e-03 	 4.768e-02 	 2.565e-04 
3.52500 	 1.732e-03 	 6.241e-03 	 4.523e-02 	 2.467e-04 
3.53500 	 1.706e-03 	 6.154e-03 	 4.497e-02 	 2.371e-04 
3.54500 	 1.671e-03 	 6.105e-03 	 4.659e-02 	 2.245e-04 
3.55500 	 1.628e-03 	 5.986e-03 	 4.246e-02 	 2.314e-04 
3.56500 	 1.624e-03 	 5.874e-03 	 4.285e-02 	 2.229e-04 
3.57500 	 1.617e-03 	 5.714e-03 	 4.365e-02 	 2.109e-04 
3.58500 	 1.581e-03 	 5.768e-03 	 4.252e-02 	 2.067e-04 
3.59500 	 1.564e-03 	 5.523e-03 	 4.300e-02 	 2.088e-04 
3.60500 	 1.529e-03 	 5.387e-03 	 4.302e-02 	 2.041e-04 
3.61500 	 1.470e-03 	 5.302e-03 	 4.120e-02 	 1.964e-04 
3.62500 	 1.460e-03 	 5.188e-03 	 4.100e-02 	 1.985e-04 
3.63500 	 1.436e-03 	 5.067e-03 	 4.057e-02 	 1.996e-04 
3.64500 	 1.395e-03 	 4.865e-03 	 3.892e-02 	 1.992e-04 
3.65500 	 1.382e-03 	 4.872e-03 	 3.759e-02 	 1.781e-04 
3.66500 	 1.351e-03 	 4.770e-03 	 3.678e-02 	 1.836e-04 
3.67500 	 1.309e-03 	 4.618e-03 	 3.604e-02 	 1.745e-04 
3.68500 	 1.290e-03 	 4.480e-03 	 3.560e-02 	 1.670e-04 
3.69500 	 1.264e-03 	 4.367e-03 	 3.633e-02 	 1.656e-04 
3.70500 	 1.233e-03 	 4.328e-03 	 3.430e-02 	 1.689e-04 
3.71500 	 1.210e-03 	 4.180e-03 	 3.416e-02 	 1.592e-04 
3.72500 	 1.204e-03 	 4.202e-03 	 3.233e-02 	 1.502e-04 
3.73500 	 1.153e-03 	 4.068e-03 	 3.081e-02 	 1.532e-04 
3.74500 	 1.141e-03 	 3.876e-03 	 3.086e-02 	 1.500e-04 
3.75500 	 1.122e-03 	 3.913e-03 	 2.907e-02 	 1.491e-04 
3.76500 	 1.107e-03 	 3.877e-03 	 2.968e-02 	 1.429e-04 
3.77500 	 1.059e-03 	 3.930e-03 	 2.840e-02 	 1.391e-04 
3.78500 	 1.049e-03 	 3.806e-03 	 2.968e-02 	 1.380e-04 
3.79500 	 1.019e-03 	 3.686e-03 	 2.974e-02 	 1.374e-04 
3.80500 	 9.998e-04 	 3.669e-03 	 2.871e-02 	 1.319e-04 
3.81500 	 9.796e-04 	 3.726e-03 	 2.952e-02 	 1.342e-04 
3.82500 	 9.585e-04 	 3.632e-03 	 2.848e-02 	 1.265e-04 
3.83500 	 9.370e-04 	 3.515e-03 	 2.718e-02 	 1.305e-04 
3.84500 	 9.322e-04 	 3.456e-03 	 2.537e-02 	 1.208e-04 
3.85500 	 8.964e-04 	 3.368e-03 	 2.512e-02 	 1.134e-04 
3.86500 	 8.822e-04 	 3.307e-03 	 2.604e-02 	 1.059e-04 
3.87500 	 8.737e-04 	 3.200e-03 	 2.613e-02 	 1.125e-04 
3.88500 	 8.529e-04 	 3.087e-03 	 2.540e-02 	 1.076e-04 
3.89500 	 8.493e-04 	 3.128e-03 	 2.390e-02 	 1.051e-04 
3.90500 	 8.396e-04 	 3.038e-03 	 2.442e-02 	 1.029e-04 
3.91500 	 8.033e-04 	 2.926e-03 	 2.383e-02 	 1.002e-04 
3.92500 	 7.837e-04 	 2.807e-03 	 2.204e-02 	 9.686e-05 
3.93500 	 7.633e-04 	 2.803e-03 	 2.437e-02 	 9.749e-05 
3.94500 	 7.547e-04 	 2.778e-03 	 2.321e-02 	 9.508e-05 
3.95500 	 7.423e-04 	 2.573e-03 	 2.081e-02 	 9.333e-05 
3.96500 	 7.291e-04 	 2.609e-03 	 2.031e-02 	 8.438e-05 
3.97500 	 7.074e-04 	 2.568e-03 	 2.081e-02 	 8.632e-05 
3.98500 	 7.075e-04 	 2.506e-03 	 2.172e-02 	 8.438e-05 
3.99500 	 6.911e-04 	 2.570e-03 	 2.098e-02 	 8.401e-05 
4.00500 	 6.555e-04 	 2.411e-03 	 2.086e-02 	 8.393e-05 
4.01500 	 6.554e-04 	 2.352e-03 	 1.991e-02 	 8.537e-05 
4.02500 	 6.444e-04 	 2.407e-03 	 1.994e-02 	 7.756e-05 
4.03500 	 6.572e-04 	 2.364e-03 	 1.894e-02 	 7.799e-05 
4.04500 	 6.266e-04 	 2.233e-03 	 1.904e-02 	 7.355e-05 
4.05500 	 5.940e-04 	 2.223e-03 	 1.949e-02 	 7.094e-05 
4.06500 	 5.680e-04 	 2.154e-03 	 1.904e-02 	 7.123e-05 
4.07500 	 5.731e-04 	 2.208e-03 	 1.812e-02 	 7.009e-05 
4.08500 	 5.782e-04 	 2.059e-03 	 1.641e-02 	 6.514e-05 
4.09500 	 5.655e-04 	 2.010e-03 	 1.666e-02 	 6.947e-05 
4.10500 	 5.333e-04 	 2.016e-03 	 1.756e-02 	 6.406e-05 
4.11500 	 5.264e-04 	 1.912e-03 	 1.651e-02 	 6.828e-05 
4.12500 	 5.230e-04 	 1.903e-03 	 1.650e-02 	 6.616e-05 
4.13500 	 5.152e-04 	 1.888e-03 	 1.630e-02 	 6.095e-05 
4.14500 	 5.150e-04 	 1.902e-03 	 1.569e-02 	 6.438e-05 
4.15500 	 5.125e-04 	 1.859e-03 	 1.511e-02 	 5.783e-05 
4.16500 	 5.013e-04 	 1.781e-03 	 1.454e-02 	 5.907e-05 
4.17500 	 5.012e-04 	 1.707e-03 	 1.474e-02 	 5.726e-05 
4.18500 	 4.864e-04 	 1.713e-03 	 1.434e-02 	 5.477e-05 
4.19500 	 4.799e-04 	 1.736e-03 	 1.359e-02 	 5.287e-05 
4.20500 	 4.467e-04 	 1.710e-03 	 1.398e-02 	 5.280e-05 
4.21500 	 4.541e-04 	 1.634e-03 	 1.342e-02 	 5.321e-05 
4.22500 	 4.323e-04 	 1.677e-03 	 1.309e-02 	 5.351e-05 
4.23500 	 4.368e-04 	 1.679e-03 	 1.254e-02 	 4.997e-05 
4.24500 	 4.150e-04 	 1.583e-03 	 1.283e-02 	 5.100e-05 
4.25500 	 4.095e-04 	 1.632e-03 	 1.178e-02 	 4.792e-05 
4.26500 	 3.961e-04 	 1.615e-03 	 1.248e-02 	 5.092e-05 
4.27500 	 3.956e-04 	 1.634e-03 	 1.326e-02 	 4.611e-05 
4.28500 	 3.861e-04 	 1.584e-03 	 1.367e-02 	 4.610e-05 
4.29500 	 3.767e-04 	 1.478e-03 	 1.409e-02 	 4.445e-05 
4.30500 	 3.691e-04 	 1.460e-03 	 1.248e-02 	 4.452e-05 
4.31500 	 3.740e-04 	 1.449e-03 	 1.299e-02 	 4.224e-05 
4.32500 	 3.585e-04 	 1.351e-03 	 1.393e-02 	 4.268e-05 
4.33500 	 3.461e-04 	 1.386e-03 	 1.274e-02 	 4.275e-05 
4.34500 	 3.333e-04 	 1.345e-03 	 1.309e-02 	 4.107e-05 
4.35500 	 3.392e-04 	 1.321e-03 	 1.257e-02 	 4.274e-05 
4.36500 	 3.341e-04 	 1.298e-03 	 1.273e-02 	 4.235e-05 
4.37500 	 3.311e-04 	 1.245e-03 	 1.140e-02 	 4.224e-05 
4.38500 	 3.252e-04 	 1.236e-03 	 1.169e-02 	 4.245e-05 
4.39500 	 3.158e-04 	 1.199e-03 	 1.180e-02 	 4.028e-05 
4.40500 	 3.125e-04 	 1.161e-03 	 9.956e-03 	 3.783e-05 
4.41500 	 3.069e-04 	 1.190e-03 	 9.867e-03 	 3.851e-05 
4.42500 	 2.982e-04 	 1.221e-03 	 1.067e-02 	 3.787e-05 
4.43500 	 2.846e-04 	 1.184e-03 	 1.043e-02 	 3.703e-05 
4.44500 	 2.892e-04 	 1.168e-03 	 1.035e-02 	 3.154e-05 
4.45500 	 2.876e-04 	 1.109e-03 	 1.019e-02 	 3.005e-05 
4.46500 	 2.843e-04 	 1.088e-03 	 1.007e-02 	 2.968e-05 
4.47500 	 2.780e-04 	 1.081e-03 	 1.038e-02 	 3.033e-05 
4.48500 	 2.621e-04 	 1.084e-03 	 1.033e-02 	 2.937e-05 
4.49500 	 2.574e-04 	 1.083e-03 	 9.137e-03 	 2.909e-05 
4.50500 	 2.560e-04 	 1.032e-03 	 9.331e-03 	 2.679e-05 
4.51500 	 2.449e-04 	 1.015e-03 	 9.499e-03 	 3.034e-05 
4.52500 	 2.436e-04 	 1.034e-03 	 9.915e-03 	 2.827e-05 
4.53500 	 2.468e-04 	 1.000e-03 	 9.389e-03 	 2.707e-05 
4.54500 	 2.422e-04 	 9.806e-04 	 8.695e-03 	 2.741e-05 
4.55500 	 2.380e-04 	 9.834e-04 	 7.778e-03 	 2.629e-05 
4.56500 	 2.266e-04 	 9.218e-04 	 7.964e-03 	 2.480e-05 
4.57500 	 2.234e-04 	 9.001e-04 	 7.746e-03 	 2.445e-05 
4.58500 	 2.212e-04 	 8.893e-04 	 7.917e-03 	 2.555e-05 
4.59500 	 2.111e-04 	 8.830e-04 	 8.084e-03 	 2.366e-05 
4.60500 	 2.026e-04 	 8.611e-04 	 8.342e-03 	 2.266e-05 
4.61500 	 2.002e-04 	 8.477e-04 	 8.207e-03 	 2.246e-05 
4.62500 	 1.951e-04 	 8.454e-04 	 7.121e-03 	 2.156e-05 
4.63500 	 1.961e-04 	 8.142e-04 	 7.702e-03 	 2.228e-05 
4.64500 	 1.817e-04 	 7.429e-04 	 7.215e-03 	 2.186e-05 
4.65500 	 1.791e-04 	 7.715e-04 	 7.258e-03 	 1.914e-05 
4.66500 	 1.838e-04 	 7.692e-04 	 7.792e-03 	 2.067e-05 
4.67500 	 1.772e-04 	 7.419e-04 	 7.595e-03 	 2.067e-05 
4.68500 	 1.713e-04 	 6.849e-04 	 6.889e-03 	 1.882e-05 
4.69500 	 1.731e-04 	 7.074e-04 	 6.927e-03 	 1.962e-05 
4.70500 	 1.700e-04 	 6.954e-04 	 7.233e-03 	 1.820e-05 
4.71500 	 1.658e-04 	 6.920e-04 	 6.787e-03 	 1.711e-05 
4.72500 	 1.629e-04 	 6.917e-04 	 6.746e-03 	 1.649e-05 
4.73500 	 1.590e-04 	 6.776e-04 	 6.302e-03 	 1.607e-05 
4.74500 	 1.568e-04 	 6.691e-04 	 6.044e-03 	 1.747e-05 
4.75500 	 1.601e-04 	 6.340e-04 	 6.330e-03 	 1.820e-05 
4.76500 	 1.566e-04 	 6.521e-04 	 7.088e-03 	 1.709e-05 
4.77500 	 1.491e-04 	 6.290e-04 	 6.373e-03 	 1.697e-05 
4.78500 	 1.435e-04 	 6.008e-04 	 6.890e-03 	 1.684e-05 
4.79500 	 1.431e-04 	 6.093e-04 	 6.850e-03 	 1.588e-05 
4.80500 	 1.414e-04 	 5.857e-04 	 6.978e-03 	 1.487e-05 
4.81500 	 1.370e-04 	 5.520e-04 	 6.770e-03 	 1.533e-05 
4.82500 	 1.380e-04 	 5.773e-04 	 6.040e-03 	 1.439e-05 
4.83500 	 1.349e-04 	 5.718e-04 	 5.975e-03 	 1.479e-05 
4.84500 	 1.287e-04 	 5.253e-04 	 6.063e-03 	 1.609e-05 
4.85500 	 1.299e-04 	 4.944e-04 	 6.627e-03 	 1.432e-05 
4.86500 	 1.284e-04 	 5.108e-04 	 5.561e-03 	 1.355e-05 
4.87500 	 1.268e-04 	 4.825e-04 	 5.340e-03 	 1.273e-05 
4.88500 	 1.238e-04 	 4.826e-04 	 5.622e-03 	 1.258e-05 
4.89500 	 1.187e-04 	 5.008e-04 	 5.800e-03 	 1.289e-05 
4.90500 	 1.156e-04 	 4.920e-04 	 5.660e-03 	 1.295e-05 
4.91500 	 1.165e-04 	 5.120e-04 	 5.380e-03 	 1.326e-05 
4.92500 	 1.173e-04 	 5.103e-04 	 5.338e-03 	 1.212e-05 
4.93500 	 1.101e-04 	 4.698e-04 	 5.316e-03 	 1.112e-05 
4.94500 	 1.110e-04 	 4.566e-04 	 4.607e-03 	 1.213e-05 
4.95500 	 1.077e-04 	 4.468e-04 	 4.709e-03 	 1.057e-05 
4.96500 	 1.056e-04 	 4.248e-04 	 4.429e-03 	 1.075e-05 
4.97500 	 1.002e-04 	 4.026e-04 	 4.784e-03 	 1.125e-05 
4.98500 	 9.674e-05 	 3.895e-04 	 4.181e-03 	 1.134e-05 
4.99500 	 9.846e-05 	 4.097e-04 	 5.028e-03 	 1.124e-05 
5.00500 	 6.649e-03 	 2.596e-02 	 2.494e-01 	 5.932e-04 
