number of photons = 10000.000000
bin size = 0.00400 [cm] 
last row is overflow. Ignore.
r [cm] 	 Fsph [1/cm2] 	 Fcyl [1/cm2] 	 Fpla [1/cm2] 	 Fobl [1/cm2]
1.28200 	 4.327e-06 	 0.000e+00 	 4.865e-05 	 1.513e-06 
1.28600 	 3.349e-06 	 0.000e+00 	 4.741e-05 	 4.732e-07 
1.29000 	 2.588e-06 	 0.000e+00 	 3.131e-05 	 3.549e-07 
1.29400 	 2.630e-06 	 0.000e+00 	 2.070e-05 	 0.000e+00 
1.29800 	 1.514e-06 	 0.000e+00 	 2.084e-06 	 9.176e-08 
1.30200 	 1.375e-06 	 0.000e+00 	 1.497e-05 	 1.670e-07 
1.30600 	 2.350e-06 	 0.000e+00 	 9.982e-06 	 4.917e-07 
1.31000 	 3.812e-06 	 0.000e+00 	 2.396e-06 	 8.979e-07 
1.31400 	 1.593e-06 	 0.000e+00 	 7.795e-06 	 7.268e-07 
1.31800 	 2.297e-06 	 0.000e+00 	 1.256e-05 	 6.064e-07 
1.32200 	 2.070e-06 	 0.000e+00 	 2.512e-05 	 5.010e-07 
1.32600 	 1.382e-06 	 0.000e+00 	 1.486e-05 	 4.102e-07 
1.33000 	 1.686e-06 	 0.000e+00 	 1.557e-05 	 7.459e-07 
1.33400 	 2.272e-06 	 0.000e+00 	 2.561e-05 	 4.427e-07 
1.33800 	 1.617e-06 	 0.000e+00 	 8.940e-06 	 3.134e-07 
1.34200 	 1.441e-06 	 0.000e+00 	 3.597e-06 	 0.000e+00 
1.34600 	 1.038e-06 	 0.000e+00 	 5.069e-06 	 0.000e+00 
1.35000 	 7.154e-07 	 0.000e+00 	 1.370e-05 	 0.000e+00 
1.35400 	 7.919e-07 	 0.000e+00 	 1.030e-05 	 0.000e+00 
1.35800 	 4.988e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.36200 	 1.472e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.36600 	 5.031e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.37000 	 8.419e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.37400 	 2.328e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.37800 	 1.704e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.38200 	 5.366e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.38600 	 4.060e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.39000 	 3.363e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.39400 	 4.482e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.39800 	 9.078e-08 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.40200 	 8.931e-08 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.40600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.41000 	 2.086e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.41400 	 3.293e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.41800 	 4.066e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.42200 	 5.129e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.42600 	 3.129e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.43000 	 2.610e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.43400 	 1.119e-07 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.43800 	 7.387e-08 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.44200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.44600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.45000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.45400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.45800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.46200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.46600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.47000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.47400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.47800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.48200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.48600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.49000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.49400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.49800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.50200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.50600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.51000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.51400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.51800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.52200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.52600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.53000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.53400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.53800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.54200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.54600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.55000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.55400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.55800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.56200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.56600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.57000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.57400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.57800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.58200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.58600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.59000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.59400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.59800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.60200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.60600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.61000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.61400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.61800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.62200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.62600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.63000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.63400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.63800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.64200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.64600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.65000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.65400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.65800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.66200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.66600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.67000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.67400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.67800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.68200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.68600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.69000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.69400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.69800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.70200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.70600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.71000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.71400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.71800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.72200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.72600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.73000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.73400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.73800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.74200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.74600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.75000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.75400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.75800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.76200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.76600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.77000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.77400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.77800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.78200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.78600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.79000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.79400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.79800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.80200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.80600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.81000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.81400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.81800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.82200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.82600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.83000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.83400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.83800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.84200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.84600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.85000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.85400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.85800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.86200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.86600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.87000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.87400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.87800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.88200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.88600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.89000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.89400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.89800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.90200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.90600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.91000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.91400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.91800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.92200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.92600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.93000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.93400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.93800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.94200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.94600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.95000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.95400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.95800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.96200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.96600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.97000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.97400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.97800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.98200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.98600 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.99000 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.99400 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.99800 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.00200 	 0.000e+00 	 0.000e+00 	 0.000e+00 	 0.000e+00 
